,pmcid,entity,score,index,word,start,end
1138,PMC2949590.txt,B-DISEASE_DISORDER,0.8640743,75,▁psycho,341,348
1139,PMC2949590.txt,B-DISEASE_DISORDER,0.7222273,76,ger,348,351
1140,PMC2949590.txt,B-DISEASE_DISORDER,0.70765626,98,▁GBS,487,491
1141,PMC2949590.txt,B-DISEASE_DISORDER,0.6138947,46,▁Somatic,188,196
1142,PMC2949590.txt,B-DISEASE_DISORDER,0.7074167,51,▁Sen,209,213
1143,PMC2949590.txt,B-PROTEIN,0.51095545,88,fries,391,396
1144,PMC2949590.txt,B-PROTEIN,0.56421375,91,rane,398,402
1145,PMC2949590.txt,I-DISEASE_DISORDER,0.67511135,95,▁syndromes,479,489
1146,PMC2949590.txt,B-GENE,0.52301973,47,GER,260,263
1147,PMC2949590.txt,B-DISEASE_DISORDER,0.52003336,11,▁geriatric,56,66
1148,PMC2949590.txt,B-GENE,0.57270885,16,▁SCA,81,85
1149,PMC2949590.txt,B-GENE,0.50777406,45,▁NOS,222,226
1150,PMC2949590.txt,B-GENE,0.50793797,61,QL,244,246
1151,PMC2949590.txt,B-PROTEIN,0.52443933,50,▁Gott,240,245
1152,PMC2432467.txt,B-DISEASE_DISORDER,0.74586105,74,▁stress,422,429
1153,PMC2432467.txt,B-PROTEIN,0.5343282,30,▁oxygen,184,191
1154,PMC2432467.txt,B-DISEASE_DISORDER,0.50525266,35,▁oxidative,215,225
1155,PMC2432467.txt,B-DISEASE_DISORDER,0.73869556,79,▁RR,467,470
1156,PMC2432467.txt,B-PROTEIN,0.50299734,63,▁carbon,375,382
1157,PMC2432467.txt,B-PROTEIN,0.5053144,64,▁dioxide,382,390
1158,PMC2432467.txt,B-DISEASE_DISORDER,0.7554481,59,▁hematopoietic,265,279
1159,PMC2432467.txt,B-PROTEIN,0.5766885,12,▁ubiquitin,66,76
1160,PMC2432467.txt,B-PROTEIN,0.5092627,23,RNA,131,134
1161,PMC2432467.txt,B-PROTEIN,0.57067484,43,▁cysteine,218,227
1162,PMC2432467.txt,B-PROTEIN,0.7858075,46,▁endo,232,237
1163,PMC2432467.txt,B-PROTEIN,0.63848263,48,peptidase,238,247
1164,PMC2432467.txt,B-PROTEIN,0.6703183,97,▁PH,277,280
1165,PMC2432467.txt,B-PROTEIN,0.50364125,99,PH,282,284
1166,PMC2432467.txt,B-PROTEIN,0.50266737,1,▁QC,0,2
1167,PMC2432467.txt,B-PROTEIN,0.5592624,17,DU,26,28
1168,PMC2432467.txt,B-PROTEIN,0.6274923,25,QC,40,42
1169,PMC2432467.txt,B-PROTEIN,0.57056653,26,RB,42,44
1170,PMC2432467.txt,B-PROTEIN,0.5171003,28,U,45,46
1171,PMC2432467.txt,B-PROTEIN,0.5032992,30,CRC,47,50
1172,PMC2432467.txt,B-PROTEIN,0.537853,34,TIN,58,61
1173,PMC2432467.txt,B-PROTEIN,0.5248949,40,▁CAT,79,83
1174,PMC2432467.txt,B-PROTEIN,0.52667445,98,48,200,202
1175,PMC2432467.txt,B-PROTEIN,0.58156645,30,Y,73,74
1176,PMC2432467.txt,B-PROTEIN,0.53344375,39,▁P,87,89
1177,PMC2432467.txt,B-PROTEIN,0.5581291,43,▁SOD,94,98
1178,PMC2432467.txt,B-PROTEIN,0.53312314,45,▁ADC,99,103
1179,PMC2432467.txt,B-PROTEIN,0.5066651,68,LF,142,144
1180,PMC2432467.txt,B-PROTEIN,0.5311997,35,▁Z,69,71
1181,PMC2432467.txt,B-PROTEIN,0.5373555,80,▁PR,167,170
1182,PMC2432467.txt,B-PROTEIN,0.5320144,81,DX,170,172
1183,PMC2432467.txt,B-PROTEIN,0.6453772,91,90,191,193
1184,PMC2432467.txt,B-PROTEIN,0.5286304,37,Κ,81,82
1185,PMC2432467.txt,B-PROTEIN,0.50258,90,PEP,195,198
1186,PMC2432467.txt,B-PROTEIN,0.5302745,1,▁KE,0,2
1187,PMC2432467.txt,B-PROTEIN,0.70653045,2,▁CY,2,5
1188,PMC2432467.txt,B-PROTEIN,0.59805244,3,STEIN,5,10
1189,PMC2432467.txt,B-PROTEIN,0.58815145,7,▁END,16,20
1190,PMC2432467.txt,B-PROTEIN,0.53209966,55,▁ANTI,118,123
1191,PMC2432467.txt,B-GENE,0.5745297,11,RAP,18,21
1192,PMC2432467.txt,B-DISEASE_DISORDER,0.567888,69,▁psychosocial,266,279
1193,PMC2432467.txt,B-PROTEIN,0.6718131,45,▁cytokines,241,251
1194,PMC2432467.txt,B-PROTEIN,0.8162599,47,chem,252,256
1195,PMC2432467.txt,B-PROTEIN,0.78082067,48,ok,256,258
1196,PMC2432467.txt,B-PROTEIN,0.6074998,49,ines,258,262
1197,PMC2432467.txt,B-DISEASE_DISORDER,0.6153528,62,▁post,322,327
1198,PMC2432467.txt,B-DISEASE_DISORDER,0.6200473,64,traumatic,328,337
1199,PMC2432467.txt,B-PROTEIN,0.6993845,99,appa,516,520
1200,PMC2432467.txt,B-DISEASE_DISORDER,0.63231945,77,▁pain,415,420
1201,PMC2432467.txt,B-DISEASE_DISORDER,0.6369734,53,▁immune,277,284
1202,PMC2432467.txt,B-DISEASE_DISORDER,0.5641204,68,cancer,320,326
1203,PMC2871786.txt,B-DISEASE_DISORDER,0.50944126,87,▁Seniors,312,320
1204,PMC2871786.txt,B-DISEASE_DISORDER,0.57554257,89,▁Cent,324,329
1205,PMC2871786.txt,I-DISEASE_DISORDER,0.5247103,91,arians,331,337
1206,PMC2871786.txt,B-PROTEIN,0.66772187,26,▁path,116,121
1207,PMC2871786.txt,B-PROTEIN,0.6738252,27,obi,121,124
1208,PMC2871786.txt,B-PROTEIN,0.6508004,28,on,124,126
1209,PMC2871786.txt,B-PROTEIN,0.65855515,89,▁Fae,442,446
1210,PMC2871786.txt,B-PROTEIN,0.77962196,90,cali,446,450
1211,PMC2871786.txt,B-PROTEIN,0.6374254,91,bacterium,450,459
1212,PMC2871786.txt,B-PROTEIN,0.79554874,92,▁pra,459,463
1213,PMC2871786.txt,B-PROTEIN,0.6690594,93,uz,463,465
1214,PMC2871786.txt,B-PROTEIN,0.6423839,94,nitz,465,469
1215,PMC2871786.txt,B-PROTEIN,0.6389728,95,ii,469,471
1216,PMC2871786.txt,B-PROTEIN,0.5865166,40,▁limos,223,229
1217,PMC2871786.txt,B-PROTEIN,0.55034655,41,um,229,231
1218,PMC2871786.txt,B-DISEASE_DISORDER,0.5754728,47,▁frailty,282,290
1219,PMC2871786.txt,B-PROTEIN,0.58891284,1,▁aero,0,4
1220,PMC2871786.txt,B-GENE,0.52844614,23,Chip,73,77
1221,PMC2871786.txt,B-PROTEIN,0.7197007,87,▁Prote,350,356
1222,PMC2871786.txt,B-PROTEIN,0.5424129,19,▁cluster,102,110
1223,PMC2871786.txt,B-DISEASE_DISORDER,0.51072437,97,▁centenarian,453,465
1224,PMC2871786.txt,B-PROTEIN,0.5240905,1,▁o,0,1
1225,PMC2871786.txt,B-PROTEIN,0.5581062,58,us,234,236
1226,PMC2871786.txt,B-PROTEIN,0.51205605,67,bacter,262,268
1227,PMC2871786.txt,B-PROTEIN,0.5752301,68,▁cinn,268,273
1228,PMC2871786.txt,B-PROTEIN,0.52497834,69,am,273,275
1229,PMC2871786.txt,B-PROTEIN,0.5015668,70,ovo,275,278
1230,PMC2871786.txt,B-PROTEIN,0.5998131,61,scher,295,300
1231,PMC2871786.txt,B-PROTEIN,0.5927733,62,ichi,300,304
1232,PMC2871786.txt,B-PROTEIN,0.50283855,16,▁Yer,57,61
1233,PMC2871786.txt,B-PROTEIN,0.53735405,45,▁Eu,187,190
1234,PMC2871786.txt,B-PROTEIN,0.5958651,58,▁Rum,226,230
1235,PMC2871786.txt,B-PROTEIN,0.5310063,43,trunc,146,151
1236,PMC2871786.txt,B-PROTEIN,0.54154325,54,▁or,186,189
1237,PMC2871786.txt,B-PROTEIN,0.5098465,8,▁IX,40,43
1238,PMC2871786.txt,B-DISEASE_DISORDER,0.7125266,33,▁Klebsiella,88,99
1239,PMC2871786.txt,B-DISEASE_DISORDER,0.54675233,34,▁pneumoniae,99,110
1240,PMC2871786.txt,B-DISEASE_DISORDER,0.5936613,60,▁Vibrio,154,161
1241,PMC2871786.txt,B-PROTEIN,0.50860643,38,ella,93,97
1242,PMC2871786.txt,B-DISEASE_DISORDER,0.53329176,41,▁rectal,89,96
1243,PMC2871786.txt,B-PROTEIN,0.5043771,20,▁bo,40,43
1244,PMC2871786.txt,B-PROTEIN,0.77378166,59,kker,246,250
1245,PMC2871786.txt,B-PROTEIN,0.7547607,60,man,250,253
1246,PMC2871786.txt,B-PROTEIN,0.63501567,62,▁mucin,256,262
1247,PMC2871786.txt,B-PROTEIN,0.6528277,63,ip,262,264
1248,PMC2871786.txt,B-PROTEIN,0.5928283,64,hila,264,268
1249,PMC2871786.txt,B-PROTEIN,0.76625675,36,so,163,165
1250,PMC2871786.txt,B-DISEASE_DISORDER,0.5199852,82,▁Campylobacter,404,418
1251,PMC2871786.txt,B-DISEASE_DISORDER,0.6170723,4,▁Helicobacter,24,37
1252,PMC2871786.txt,B-PROTEIN,0.6058335,2,▁As,1,4
1253,PMC2871786.txt,B-PROTEIN,0.5640577,4,plasma,8,14
1254,PMC2871786.txt,B-PROTEIN,0.77612466,24,▁Alca,73,78
1255,PMC2871786.txt,B-PROTEIN,0.76343757,25,ligen,78,83
1256,PMC2871786.txt,B-PROTEIN,0.73182625,26,es,83,85
1257,PMC2871786.txt,B-PROTEIN,0.668409,27,▁faecal,85,92
1258,PMC2871786.txt,B-PROTEIN,0.61786056,28,is,92,94
1259,PMC2871786.txt,B-PROTEIN,0.6581672,46,▁Le,155,158
1260,PMC2871786.txt,B-PROTEIN,0.60587347,47,minor,158,163
1261,PMC2871786.txt,B-PROTEIN,0.67279434,50,▁Mora,168,173
1262,PMC2871786.txt,B-PROTEIN,0.746804,51,x,173,174
1263,PMC2871786.txt,B-PROTEIN,0.7257332,52,ell,174,177
1264,PMC2871786.txt,B-PROTEIN,0.53730613,61,spira,207,212
1265,PMC2871786.txt,B-DISEASE_DISORDER,0.552106,36,▁Ocean,99,105
1266,PMC2871786.txt,B-DISEASE_DISORDER,0.574584,49,▁Proteus,136,144
1267,PMC2871786.txt,B-DISEASE_DISORDER,0.547678,62,▁Pseudomonas,173,185
1268,PMC2871786.txt,B-DISEASE_DISORDER,0.6143753,72,▁Serra,207,213
1269,PMC2871786.txt,B-PROTEIN,0.54663223,5,inia,10,14
1270,PMC2871786.txt,B-PROTEIN,0.5429312,18,▁Spiro,43,49
1271,PMC2871786.txt,B-PROTEIN,0.6628668,19,cha,49,52
1272,PMC2871786.txt,B-PROTEIN,0.6681202,20,ete,52,55
1273,PMC2871786.txt,B-PROTEIN,0.606706,22,▁Brachy,56,63
1274,PMC2871786.txt,B-PROTEIN,0.7829615,36,45,95,97
1275,PMC2871786.txt,B-PROTEIN,0.61768353,29,▁Memory,47,54
1276,PMC2871786.txt,B-PROTEIN,0.50144166,28,▁lymphocytes,50,62
1277,PMC2871786.txt,B-PROTEIN,0.5212212,91,▁Effect,173,180
1278,PMC2871786.txt,B-PROTEIN,0.6816178,83,−,178,179
1279,PMC2871786.txt,B-PROTEIN,0.78877634,69,25,131,133
1280,PMC2871786.txt,B-PROTEIN,0.6812911,82,GF,261,263
1281,PMC2871786.txt,B-DISEASE_DISORDER,0.5596378,82,▁Inflammation,318,331
1282,PMC2871786.txt,B-DISEASE_DISORDER,0.5790464,38,▁Hae,143,147
1283,PMC2871786.txt,B-PROTEIN,0.50179434,81,her,304,307
1284,PMC2871786.txt,B-PROTEIN,0.5212505,83,▁lent,312,317
1285,PMC2871786.txt,B-PROTEIN,0.56130135,97,▁cyl,360,364
1286,PMC2871786.txt,B-PROTEIN,0.50232625,64,▁n,225,227
1287,PMC2871786.txt,B-PROTEIN,0.64093614,86,▁lac,369,373
1288,PMC2871786.txt,B-PROTEIN,0.5653013,87,tari,373,377
1289,PMC2871786.txt,B-PROTEIN,0.5983587,93,Clo,388,391
1290,PMC2871786.txt,B-GENE,0.6673959,94,▁HIT,416,420
1291,PMC2871786.txt,B-PROTEIN,0.8098335,32,▁but,192,196
1292,PMC2871786.txt,B-PROTEIN,0.8730437,42,▁But,237,241
1293,PMC2871786.txt,B-PROTEIN,0.57692623,47,▁short,251,257
1294,PMC2871786.txt,B-DISEASE_DISORDER,0.5524867,97,▁enter,472,478
1295,PMC2871786.txt,B-DISEASE_DISORDER,0.6765026,28,▁bowel,158,164
1296,PMC2871786.txt,B-PROTEIN,0.545824,28,▁Pap,86,90
1297,PMC2871786.txt,B-PROTEIN,0.5044764,34,rans,110,114
1298,PMC2871786.txt,B-PROTEIN,0.57719755,64,▁An,211,214
1299,PMC2871786.txt,B-PROTEIN,0.5052523,69,ho,230,232
1300,PMC2871786.txt,B-PROTEIN,0.5337759,73,▁degrading,314,324
1301,PMC2871786.txt,B-PROTEIN,0.7279877,53,▁is,275,278
1302,PMC2871786.txt,B-PROTEIN,0.6292919,55,flavonoid,279,288
1303,PMC2871786.txt,B-PROTEIN,0.58624184,59,▁phyto,300,306
1304,PMC2871786.txt,B-PROTEIN,0.59513295,60,estrogen,306,314
1305,PMC2871786.txt,B-PROTEIN,0.57125795,70,▁Phyto,327,333
1306,PMC2871786.txt,B-PROTEIN,0.5380311,90,▁Tris,411,416
1307,PMC2871786.txt,B-PROTEIN,0.56619614,60,prom,257,261
1308,PMC2871786.txt,B-PROTEIN,0.61156976,5,mm,6,8
1309,PMC2871786.txt,B-PROTEIN,0.5774046,8,ally,12,16
1310,PMC2871786.txt,B-PROTEIN,0.50168216,12,UT,28,30
1311,PMC2871786.txt,B-PROTEIN,0.5738704,71,ye,296,298
1312,PMC2871786.txt,B-PROTEIN,0.55522335,93,▁SY,426,429
1313,PMC2871786.txt,I-DISEASE_DISORDER,0.6716674,21,▁bacteria,87,96
1314,PMC2871786.txt,B-DISEASE_DISORDER,0.6870758,99,▁lymphocyte,508,519
1315,PMC2871786.txt,B-DISEASE_DISORDER,0.6935488,36,▁NK,199,202
1316,PMC2871786.txt,B-PROTEIN,0.6410938,53,19,288,290
1317,PMC2871786.txt,B-PROTEIN,0.7329392,81,95,391,393
1318,PMC2871786.txt,B-PROTEIN,0.76395065,1,▁95,0,2
1319,PMC2871786.txt,B-DISEASE_DISORDER,0.53611714,79,▁peripheral,304,315
1320,PMC2871786.txt,B-PROTEIN,0.5321525,51,fluor,251,256
1321,PMC2871786.txt,B-PROTEIN,0.53067786,52,esce,256,260
1322,PMC2871786.txt,B-PROTEIN,0.59331274,60,▁FIT,278,282
1323,PMC2871786.txt,B-PROTEIN,0.5288113,63,▁phy,284,288
1324,PMC2871786.txt,B-PROTEIN,0.5175555,65,ery,290,293
1325,PMC2871786.txt,B-PROTEIN,0.5092876,66,th,293,295
1326,PMC2871786.txt,B-PROTEIN,0.53824604,67,rin,295,298
1327,PMC2871786.txt,B-PROTEIN,0.6532278,69,▁PE,299,302
1328,PMC2871786.txt,B-PROTEIN,0.6087169,77,cy,318,320
1329,PMC2871786.txt,B-PROTEIN,0.6158626,79,cr,321,323
1330,PMC2871786.txt,B-PROTEIN,0.5552665,80,home,323,327
1331,PMC2871786.txt,B-PROTEIN,0.7487164,94,▁trim,315,320
1332,PMC2871786.txt,B-PROTEIN,0.59340715,51,▁white,252,258
1333,PMC2871786.txt,B-PROTEIN,0.7668403,66,▁cytotoxic,332,342
1334,PMC2871786.txt,B-PROTEIN,0.72151625,81,▁effector,382,391
1335,PMC2871786.txt,B-PROTEIN,0.63794047,100,▁plasma,449,456
1336,PMC2871786.txt,B-PROTEIN,0.50931305,2,▁bright,1,8
1337,PMC4983010.txt,B-DISEASE_DISORDER,0.6366756,96,▁prostate,456,465
1338,PMC4983010.txt,B-DISEASE_DISORDER,0.5891089,99,▁respiratory,597,609
1339,PMC4983010.txt,B-DISEASE_DISORDER,0.55774343,35,cata,218,222
1340,PMC4983010.txt,B-DISEASE_DISORDER,0.6357846,40,age,228,231
1341,PMC4983010.txt,B-DISEASE_DISORDER,0.5998748,46,▁colorectal,264,275
1342,PMC4983010.txt,B-DISEASE_DISORDER,0.9315466,98,▁Prostate,600,609
1343,PMC4983010.txt,B-DISEASE_DISORDER,0.7383518,77,▁Cataract,287,296
1344,PMC4983010.txt,B-DISEASE_DISORDER,0.83278006,79,▁Age,300,304
1345,PMC4983010.txt,B-DISEASE_DISORDER,0.9001722,82,▁Macular,312,320
1346,PMC4983010.txt,B-DISEASE_DISORDER,0.7250315,41,▁Colorectal,140,151
1347,PMC4983010.txt,B-DISEASE_DISORDER,0.58631325,41,▁Eye,108,112
1348,PMC4983010.txt,B-DISEASE_DISORDER,0.66386783,8,▁Heart,36,42
1349,PMC4983010.txt,B-PROTEIN,0.50296515,59,carotene,276,284
1350,PMC4983010.txt,B-GENE,0.53167355,11,REG,32,35
1351,PMC4983010.txt,B-DISEASE_DISORDER,0.6190044,85,▁COPD,424,429
1352,PMC4983010.txt,B-DISEASE_DISORDER,0.6886418,32,▁AMD,154,158
1353,PMC4983010.txt,B-DISEASE_DISORDER,0.5794174,47,▁adenoma,235,243
1354,PMC4983010.txt,I-DISEASE_DISORDER,0.5126315,80,ps,301,303
1355,PMC4983010.txt,B-DISEASE_DISORDER,0.6015749,47,▁lung,231,236
1356,PMC4983010.txt,I-DISEASE_DISORDER,0.5004198,13,Related,47,54
1357,PMC4983010.txt,B-GENE,0.51182437,82,MTS,397,400
1358,PMC4983010.txt,B-GENE,0.51934844,97,CAM,468,471
1359,PMC4983010.txt,B-GENE,0.6908813,91,ICS,456,459
1360,PMC4743597.txt,B-DISEASE_DISORDER,0.74615115,78,▁pseudo,287,294
1361,PMC4743597.txt,B-DISEASE_DISORDER,0.6818012,79,bul,294,297
1362,PMC4743597.txt,B-DISEASE_DISORDER,0.5248026,80,bar,297,300
1363,PMC4743597.txt,I-DISEASE_DISORDER,0.7012067,81,▁affect,300,307
1364,PMC4743597.txt,B-DISEASE_DISORDER,0.5421515,49,▁PBA,236,240
1365,PMC4743597.txt,B-PROTEIN,0.5084321,13,▁Dex,70,74
1366,PMC4743597.txt,B-PROTEIN,0.5990331,14,tro,74,77
1367,PMC4743597.txt,B-PROTEIN,0.5650377,15,meth,77,81
1368,PMC4743597.txt,B-PROTEIN,0.5753697,16,orphan,81,87
1369,PMC4743597.txt,B-PROTEIN,0.7206483,18,quin,88,92
1370,PMC4743597.txt,B-PROTEIN,0.67276436,19,idine,92,97
1371,PMC4743597.txt,B-PROTEIN,0.6339383,21,se,98,100
1372,PMC4743597.txt,B-PROTEIN,0.607389,22,udo,100,103
1373,PMC4743597.txt,B-DISEASE_DISORDER,0.7110998,73,▁supra,313,319
1374,PMC4743597.txt,B-PROTEIN,0.6289318,62,▁sigma,279,285
1375,PMC4743597.txt,I-DISEASE_DISORDER,0.5390325,3,▁condition,20,30
1376,PMC4743597.txt,B-PROTEIN,0.5345054,35,▁to,200,203
1377,PMC4743597.txt,B-PROTEIN,0.6243085,36,rs,203,205
1378,PMC4743597.txt,B-PROTEIN,0.65320736,37,ades,205,209
1379,PMC4743597.txt,B-PROTEIN,0.67998344,39,▁point,212,218
1380,PMC4743597.txt,B-PROTEIN,0.7108301,44,▁quin,236,241
1381,PMC4743597.txt,B-PROTEIN,0.53850555,47,▁opiate,249,256
1382,PMC4743597.txt,B-PROTEIN,0.50990134,41,▁DM,213,216
1383,PMC4743597.txt,B-PROTEIN,0.7789521,43,▁dex,227,231
1384,PMC4743597.txt,B-PROTEIN,0.714853,44,tr,231,233
1385,PMC4743597.txt,B-DISEASE_DISORDER,0.5936121,81,MN,394,396
1386,PMC4743597.txt,B-DISEASE_DISORDER,0.5907722,1,▁MN,0,2
1387,PMC4743597.txt,B-DISEASE_DISORDER,0.5000805,24,CB,64,66
1388,PMC4743597.txt,B-DISEASE_DISORDER,0.65745014,33,▁TBI,79,83
1389,PMC4743597.txt,B-DISEASE_DISORDER,0.55038637,42,movement,97,105
1390,PMC4743597.txt,B-DISEASE_DISORDER,0.6558837,84,▁Cereb,260,266
1391,PMC4743597.txt,B-DISEASE_DISORDER,0.70063037,88,▁Frontal,280,288
1392,PMC4743597.txt,B-DISEASE_DISORDER,0.54163945,20,▁Head,95,100
1393,PMC4743597.txt,B-DISEASE_DISORDER,0.67845213,26,▁Spin,130,135
1394,PMC4743597.txt,B-DISEASE_DISORDER,0.79663515,45,▁Cerebral,210,219
1395,PMC4743597.txt,B-DISEASE_DISORDER,0.5465739,46,▁palsy,219,225
1396,PMC4743597.txt,B-DISEASE_DISORDER,0.7545271,67,▁cough,338,344
1397,PMC4743597.txt,B-DISEASE_DISORDER,0.5922403,70,▁aneurysm,352,361
1398,PMC4743597.txt,B-DISEASE_DISORDER,0.6429873,72,▁Bulb,363,368
1399,PMC4743597.txt,B-DISEASE_DISORDER,0.6731863,81,▁Small,411,417
1400,PMC4743597.txt,B-DISEASE_DISORDER,0.71428007,23,▁Chore,96,102
1401,PMC4743597.txt,B-DISEASE_DISORDER,0.7180365,34,▁Movement,146,155
1402,PMC4743597.txt,B-DISEASE_DISORDER,0.593605,37,▁Sub,166,170
1403,PMC4743597.txt,B-DISEASE_DISORDER,0.6704725,42,▁Corti,186,192
1404,PMC4743597.txt,B-DISEASE_DISORDER,0.78316736,57,▁Hydro,246,252
1405,PMC4743597.txt,B-DISEASE_DISORDER,0.55003494,63,cephal,270,276
1406,PMC4743597.txt,B-DISEASE_DISORDER,0.61669505,66,▁Foster,282,289
1407,PMC4743597.txt,B-DISEASE_DISORDER,0.5988387,87,▁AVM,382,386
1408,PMC4743597.txt,B-DISEASE_DISORDER,0.6012453,89,▁arterio,387,395
1409,PMC4743597.txt,B-DISEASE_DISORDER,0.559125,93,▁CB,415,418
1410,PMC4743597.txt,B-DISEASE_DISORDER,0.5297278,99,▁SD,273,276
1411,PMC4743597.txt,B-DISEASE_DISORDER,0.5097255,99,entia,474,479
1412,PMC4743597.txt,B-PROTEIN,0.613156,99,Amino,273,278
1413,PMC4743597.txt,B-PROTEIN,0.6338432,45,▁Beta,139,144
1414,PMC4743597.txt,B-PROTEIN,0.6053231,54,▁hy,140,143
1415,PMC4743597.txt,B-PROTEIN,0.56356245,55,oc,143,145
1416,PMC4743597.txt,B-PROTEIN,0.6052537,86,▁car,245,249
1417,PMC4743597.txt,B-PROTEIN,0.55577856,87,bid,249,252
1418,PMC4743597.txt,B-PROTEIN,0.54842776,88,opa,252,255
1419,PMC4743597.txt,B-PROTEIN,0.5848515,90,▁be,256,259
1420,PMC4743597.txt,B-PROTEIN,0.6744359,11,nser,39,43
1421,PMC4743597.txt,B-PROTEIN,0.61590827,13,zide,44,48
1422,PMC4743597.txt,B-PROTEIN,0.5090095,17,aca,56,59
1423,PMC4743597.txt,B-PROTEIN,0.6823476,40,▁Tri,123,127
1424,PMC4743597.txt,B-PROTEIN,0.72804725,41,hex,127,130
1425,PMC4743597.txt,B-PROTEIN,0.5240327,44,idyl,135,139
1426,PMC4743597.txt,B-PROTEIN,0.6077995,56,▁Phen,164,169
1427,PMC4743597.txt,B-PROTEIN,0.55988044,63,▁Tia,179,183
1428,PMC4743597.txt,B-PROTEIN,0.7098582,69,▁5,194,196
1429,PMC4743597.txt,B-PROTEIN,0.5436215,83,ero,230,233
1430,PMC4743597.txt,B-PROTEIN,0.79706526,4,ton,5,8
1431,PMC4743597.txt,B-DISEASE_DISORDER,0.5792706,26,▁Respiratory,37,49
1432,PMC4743597.txt,B-DISEASE_DISORDER,0.7649419,31,▁Urinary,44,52
1433,PMC4743597.txt,B-DISEASE_DISORDER,0.63039696,86,▁TRA,400,404
1434,PMC4743597.txt,B-DISEASE_DISORDER,0.53872365,96,▁Headache,195,204
1435,PMC4743597.txt,B-DISEASE_DISORDER,0.5588579,89,▁Diarrhea,153,162
1436,PMC4743597.txt,B-DISEASE_DISORDER,0.61583185,82,▁insomnia,220,229
1437,PMC4743597.txt,B-DISEASE_DISORDER,0.6358915,28,▁dyspepsia,63,73
1438,PMC4743597.txt,B-DISEASE_DISORDER,0.5566228,71,▁headache,326,335
1439,PMC4743597.txt,B-DISEASE_DISORDER,0.5318392,22,▁dizziness,94,104
1440,PMC4743597.txt,B-DISEASE_DISORDER,0.67938244,100,▁SAE,563,567
1441,PMC4743597.txt,B-DISEASE_DISORDER,0.59431803,62,▁pneumonia,283,293
1442,PMC4743597.txt,B-DISEASE_DISORDER,0.6365426,71,▁cardiac,361,369
1443,PMC4743597.txt,B-DISEASE_DISORDER,0.5780981,94,▁cardio,427,434
1444,PMC4743597.txt,B-DISEASE_DISORDER,0.7244483,3,▁spin,12,17
1445,PMC4743597.txt,B-DISEASE_DISORDER,0.6560102,82,▁neurologic,440,451
1446,PMC4743597.txt,B-PROTEIN,0.55995464,97,▁CYP,369,373
1447,PMC4743597.txt,B-DISEASE_DISORDER,0.5287436,32,BA,172,174
1448,PMC4743597.txt,I-DISEASE_DISORDER,0.53953934,40,▁expression,218,229
1449,PMC4311425.txt,B-DISEASE_DISORDER,0.54741263,9,▁common,64,71
1450,PMC4311425.txt,B-DISEASE_DISORDER,0.5500879,10,▁neurology,57,67
1451,PMC4311425.txt,B-DISEASE_DISORDER,0.7127631,34,▁SRP,186,190
1452,PMC4311425.txt,B-DISEASE_DISORDER,0.64383173,37,▁ARP,195,199
1453,PMC4311425.txt,B-DISEASE_DISORDER,0.65738827,64,▁anxiety,363,371
1454,PMC4311425.txt,B-DISEASE_DISORDER,0.528978,2,▁retirement,2,13
1455,PMC4058849.txt,B-DISEASE_DISORDER,0.5775383,59,▁PWD,332,336
1456,PMC4058849.txt,B-PROTEIN,0.6003484,31,41,200,202
1457,PMC4058849.txt,B-PROTEIN,0.5597325,41,82,218,220
1458,PMC4058849.txt,B-DISEASE_DISORDER,0.5424749,91,▁Behavior,174,183
1459,PMC4928349.txt,B-PROTEIN,0.5287328,33,ɛ,123,124
1460,PMC4928349.txt,B-PROTEIN,0.66770256,82,▁do,378,381
1461,PMC4928349.txt,B-PROTEIN,0.68226355,83,cosa,381,385
1462,PMC4928349.txt,B-PROTEIN,0.67983025,84,hexa,385,389
1463,PMC4928349.txt,B-PROTEIN,0.67542267,85,eno,389,392
1464,PMC4928349.txt,B-PROTEIN,0.715912,89,DHA,401,404
1465,PMC4928349.txt,B-PROTEIN,0.81485736,77,▁Phospho,411,419
1466,PMC4928349.txt,B-PROTEIN,0.7151422,78,lipid,419,424
1467,PMC4928349.txt,B-PROTEIN,0.77502173,79,▁DHA,424,428
1468,PMC4928349.txt,B-PROTEIN,0.7020815,75,▁Tau,380,384
1469,PMC4928349.txt,B-PROTEIN,0.6350799,78,▁phosphorylated,389,404
1470,PMC4928349.txt,B-PROTEIN,0.85727,62,▁Do,240,243
1471,PMC4928349.txt,B-PROTEIN,0.6205748,73,▁omega,271,277
1472,PMC4928349.txt,B-PROTEIN,0.6259276,3,▁PUFA,2,7
1473,PMC4928349.txt,B-DISEASE_DISORDER,0.68424964,68,▁photoreceptor,324,338
1474,PMC4928349.txt,B-PROTEIN,0.8164836,95,▁14,478,481
1475,PMC4928349.txt,B-PROTEIN,0.6977449,76,icos,354,358
1476,PMC4928349.txt,B-PROTEIN,0.6590992,77,ap,358,360
1477,PMC4928349.txt,B-PROTEIN,0.66702306,78,enta,360,364
1478,PMC4928349.txt,B-PROTEIN,0.5523193,83,EPA,376,379
1479,PMC4928349.txt,B-PROTEIN,0.5330451,24,▁lipids,155,162
1480,PMC4928349.txt,B-PROTEIN,0.51647455,69,hexane,334,340
1481,PMC4928349.txt,B-PROTEIN,0.5229345,71,ether,341,346
1482,PMC4928349.txt,B-PROTEIN,0.7861799,41,▁Trico,211,217
1483,PMC4928349.txt,B-PROTEIN,0.7491222,43,anoic,218,223
